Kawah Gunung Ambang,"Desa Ambang, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,"Kawah vulkanik yang menambah keindahan alam Gorontalo, cocok untuk kegiatan pendakian dan eksplorasi alam.","Kawah, gunung, alam, Gorontalo",0
Hutan Mangrove Gorontalo,"Desa Mangrove, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,"Hutan mangrove yang melindungi ekosistem pesisir, menawarkan kesempatan untuk melihat flora dan fauna lokal.","Hutan Mangrove, alam, ekosistem, Gorontalo",0
Taman Wisata Alam Tanjung Karang,"Desa Tanjung Karang, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,"Taman wisata yang menawarkan pemandangan indah dan alam yang asri, cocok untuk piknik dan menikmati udara segar.","Taman Alam, pemandangan, wisata, Gorontalo",0
Kampung Alam Puncak,"Desa Puncak, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,"Kampung yang berada di daerah pegunungan, menawarkan pemandangan alam dan udara sejuk, ideal untuk beristirahat dan bersantai.","Kampung Alam, pegunungan, pemandangan, Gorontalo",0
Taman Wisata Alam Rawa Aopa,"Desa Aopa, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,Taman wisata alam yang memiliki rawa-rawa luas dengan berbagai jenis flora dan fauna yang khas.,"Taman Alam, rawa, fauna, Gorontalo",0
Bukit Lantawa,"Desa Lantawa, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,"Bukit yang menyajikan pemandangan indah dengan udara yang sejuk, cocok untuk menikmati alam dengan santai.","Bukit, pemandangan, alam, Gorontalo",0
Taman Alam Rante,"Desa Rante, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,Taman yang menawarkan keindahan alam serta jalur pendakian untuk para penggemar petualangan alam.,"Taman Alam, pendakian, alam, Gorontalo",0
Gua Cinta,"Desa Cinta, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,Gua alami yang dikenal dengan keunikan formasi batuan dan suasana yang penuh misteri.,"Gua, alam, petualangan, Gorontalo",0
Taman Wisata Alam Ilabulo,"Desa Ilabulo, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,Taman wisata yang terkenal dengan keindahan alamnya dan menjadi tempat yang ideal untuk berpetualang di alam bebas.,"Taman Alam, petualangan, alam, Gorontalo",0
Taman Wisata Alam Puncak,"Desa Puncak, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,"Taman yang terletak di ketinggian, menawarkan pemandangan indah dan udara segar yang sangat cocok untuk piknik dan aktivitas alam.","Taman Alam, pemandangan, udara segar, Gorontalo",0
Gua Kapur Gorontalo,"Desa Kapur, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,Gua dengan formasi batu kapur yang sangat menarik untuk dieksplorasi oleh para petualang alam.,"Gua, alam, petualangan, Gorontalo",0
Air Terjun Tanjung,"Desa Tanjung, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,Air terjun yang menawarkan pemandangan alami yang menakjubkan dan suasana yang damai.,"Air Terjun, alam, hutan, Gorontalo",0
Hutan Rawa Gorontalo,"Desa Rawa, Kabupaten Gorontalo",Wisata Alam,Gorontalo,Kabupaten Gorontalo,Gorontalo,"Hutan rawa yang kaya akan flora dan fauna, memberikan nuansa yang eksotis dan alami bagi pengunjung.","Hutan Rawa, alam, flora, Gorontalo",0
Dufan Gorontalo,"Jl. Trans Sulawesi, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Taman bermain keluarga dengan berbagai wahana yang cocok untuk anak-anak dan dewasa.,"Taman Bermain, keluarga, wahana, Gorontalo",50000
Pusat Perbelanjaan Gorontalo,"Jl. Raya Gorontalo, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Pusat perbelanjaan dengan area bermain untuk anak-anak dan berbagai fasilitas hiburan lainnya.,"Belanja, hiburan, anak-anak, Gorontalo",30000
Waterpark Gorontalo,"Jl. Taman Wisata, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Taman air dengan berbagai kolam renang dan seluncuran untuk keluarga dan anak-anak.,"Waterpark, kolam renang, keluarga, Gorontalo",60000
Gorontalo Bowling Center,"Jl. Raya, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat bermain bowling yang cocok untuk anak muda dan keluarga.,"Bowling, hiburan, keluarga, Gorontalo",40000
Playland Gorontalo,"Jl. Hutan Kota, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Arena bermain indoor untuk anak-anak dengan berbagai permainan edukatif dan menyenangkan.,"Playland, anak-anak, hiburan, Gorontalo",25000
Gorontalo Karting Track,"Jl. Balapan, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat karting dengan lintasan balap yang aman dan seru untuk anak-anak dan dewasa.,"Karting, balap, hiburan, Gorontalo",70000
Gorontalo Skatepark,"Jl. Skateboard, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Skatepark yang cocok untuk anak-anak dan remaja yang suka bermain skateboard.,"Skatepark, anak-anak, remaja, Gorontalo",0
Kampung Wisata Gorontalo,"Jl. Wisata, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Kampung yang menyediakan berbagai fasilitas permainan tradisional dan modern untuk keluarga.,"Kampung Wisata, keluarga, tradisional, Gorontalo",0
Arena Lompat Trampolin Gorontalo,"Jl. Trampolin, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Arena trampolin indoor yang menyenangkan untuk anak-anak dan dewasa.,"Trampolin, anak-anak, hiburan, Gorontalo",45000
Paintball Gorontalo,"Jl. Olahraga, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat bermain paintball dengan fasilitas yang aman dan menyenangkan untuk para penggemar olahraga ekstrem.,"Paintball, olahraga ekstrem, hiburan, Gorontalo",50000
Karaoke Gorontalo,"Jl. Hiburan, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat karaoke dengan berbagai pilihan lagu untuk keluarga dan teman-teman.,"Karaoke, hiburan, keluarga, Gorontalo",30000
Lantai Es Gorontalo,"Jl. Ice Rink, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Arena skating es yang menyenangkan untuk anak-anak dan orang dewasa.,"Ice Skating, es, hiburan, Gorontalo",55000
Climbing Wall Gorontalo,"Jl. Taman Petualangan, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat panjat tebing indoor yang aman untuk anak-anak dan remaja.,"Panjat Tebing, petualangan, remaja, Gorontalo",40000
Mini Golf Gorontalo,"Jl. Golf, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat bermain golf mini yang cocok untuk keluarga dan anak-anak.,"Mini Golf, keluarga, hiburan, Gorontalo",35000
Cinemaxx Gorontalo,"Jl. Cinema, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Salah satu bioskop besar di Gorontalo yang menampilkan film-film terbaru.,"Bioskop, film, hiburan, Gorontalo",40000
Go-Kart Gorontalo,"Jl. Sirkuit, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat go-kart dengan lintasan yang menantang dan menyenangkan untuk para pengunjung.,"Go-Kart, balap, hiburan, Gorontalo",60000
Zona Bermain Anak Gorontalo,"Jl. Keluarga, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,"Zona bermain anak-anak dengan berbagai permainan seperti ayunan, perosotan, dan lain-lain.","Anak-anak, permainan, keluarga, Gorontalo",20000
Taman Bermain Funtopia,"Jl. Playground, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Taman bermain dengan wahana permainan yang menyenangkan dan edukatif untuk anak-anak.,"Funtopia, taman bermain, anak-anak, Gorontalo",30000
Arcade Gorontalo,"Jl. Game, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat bermain game arcade dengan berbagai pilihan permainan yang seru dan menyenangkan.,"Arcade, game, hiburan, Gorontalo",25000
Laser Tag Gorontalo,"Jl. Laser, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat bermain laser tag dengan teknologi canggih dan area permainan yang seru.,"Laser Tag, hiburan, petualangan, Gorontalo",45000
Fun Park Gorontalo,"Jl. Fun Park, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Taman hiburan dengan berbagai wahana permainan untuk anak-anak dan dewasa.,"Fun Park, taman hiburan, keluarga, Gorontalo",50000
Bounce Gorontalo,"Jl. Bouncing, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,Tempat bermain trampolin dengan berbagai aktivitas seru untuk anak-anak dan orang dewasa.,"Trampolin, hiburan, keluarga, Gorontalo",40000
Zoo Gorontalo,"Jl. Satwa, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,"Kebun binatang yang menampilkan berbagai macam satwa langka dan umum, cocok untuk edukasi dan hiburan.","Kebun Binatang, satwa, edukasi, Gorontalo",30000
Ski Gorontalo,"Jl. Ski, Kota Gorontalo",Tempat Bermain,Gorontalo,Kota Gorontalo,Gorontalo,"Arena ski yang cocok untuk penggemar olahraga musim dingin, menyajikan pengalaman seru di atas salju.","Ski, olahraga, hiburan, Gorontalo",70000
Masjid Al-Aqsa,"Jl. Al-Aqsa, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,"Masjid terbesar dan tertua di Gorontalo, menjadi simbol keagamaan dan kebanggaan masyarakat.","Masjid, agama, Gorontalo",0
Jembatan Timbul,"Jl. Raya Jembatan, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Jembatan ikonik di Gorontalo yang sering dijadikan tempat untuk berfoto oleh wisatawan.,"Jembatan, ikon, Gorontalo",0
Masjid Raya Baiturrahman,"Jl. Baiturrahman, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Masjid megah yang menjadi pusat ibadah dan simbol kekuatan spiritual masyarakat Gorontalo.,"Masjid, agama, Gorontalo",0
Tugu Kota Gorontalo,"Jl. Tugu, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Tugu yang menjadi simbol kebanggaan dan identitas Kota Gorontalo.,"Tugu, kota, Gorontalo",0
Gorontalo Monument,"Jl. Monument, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Monumen yang mengenang sejarah panjang Gorontalo dan perjuangan masyarakatnya.,"Monumen, sejarah, Gorontalo",0
Gorontalo City Hall,"Jl. Pemerintahan, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Gedung pemerintah yang menjadi pusat administrasi dan pelayanan di Kota Gorontalo.,"Pemerintahan, gedung, Gorontalo",0
Puncak Tering,"Jl. Puncak, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,"Puncak yang menawarkan pemandangan indah dari seluruh Gorontalo, cocok untuk wisatawan yang suka trekking.","Trekking, pemandangan, Gorontalo",0
Gorontalo Railway Station,"Jl. Stasiun, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Stasiun kereta api yang menjadi titik transit utama bagi perjalanan kereta di Gorontalo.,"Stasiun, transportasi, Gorontalo",0
Pohon Kelapa Tua,"Jl. Pantai, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Pohon kelapa besar dan tua yang menjadi simbol budaya dan keindahan alam Gorontalo.,"Pohon Kelapa, alam, simbol, Gorontalo",0
Gorontalo Old Town,"Jl. Kota Tua, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Kawasan kota tua yang menyimpan banyak bangunan bersejarah dan bernilai budaya.,"Kota Tua, sejarah, budaya, Gorontalo",0
Masjid Al-Mujahidin,"Jl. Mujahidin, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Masjid yang memiliki nilai sejarah tinggi bagi masyarakat Gorontalo dan menjadi pusat ibadah.,"Masjid, sejarah, agama, Gorontalo",0
Gorontalo Government House,"Jl. Pemerintahan, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Gedung pemerintahan yang menjadi simbol kemajuan dan modernitas di Gorontalo.,"Pemerintahan, gedung, Gorontalo",0
Tugu Satelit,"Jl. Satelit, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Tugu yang menjadi landmark penting di Gorontalo dengan desain yang modern.,"Tugu, landmark, Gorontalo",0
Monumen Perjuangan Rakyat,"Jl. Perjuangan, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Monumen untuk mengenang perjuangan rakyat Gorontalo dalam sejarah Indonesia.,"Monumen, perjuangan, sejarah, Gorontalo",0
Kantor Gubernur Gorontalo,"Jl. Gubernur, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Gedung pemerintah yang menjadi pusat pemerintahan provinsi Gorontalo.,"Pemerintahan, gedung, Gorontalo",0
Tugu Selamat Datang Gorontalo,"Jl. Selamat Datang, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Tugu yang menyambut wisatawan yang datang ke Gorontalo dengan pesan selamat datang yang ramah.,"Tugu, selamat datang, Gorontalo",0
Museum Gorontalo,"Jl. Museum, Kota Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,Museum yang menyimpan koleksi artefak sejarah dan budaya Gorontalo.,"Museum, sejarah, budaya, Gorontalo",0
Taman Wisata Alam Libu,"Jl. Libu, Gorontalo Utara",Landmark,Gorontalo,Gorontalo Utara,Gorontalo,Taman wisata alam dengan keindahan alam yang masih alami dan cocok untuk berkemah serta trekking.,"Taman Wisata, alam, trekking, Gorontalo",0
Puncak Tete,"Jl. Tete, Gorontalo",Landmark,Gorontalo,Gorontalo,Gorontalo,"Puncak dengan pemandangan alam yang sangat indah, cocok untuk aktivitas outdoor dan foto.","Puncak, alam, pemandangan, Gorontalo",0
Gorontalo Bridge,"Jl. Jembatan, Gorontalo",Landmark,Gorontalo,Kota Gorontalo,Gorontalo,"Jembatan yang menghubungkan daerah Gorontalo dengan daerah lainnya, menjadi salah satu landmark penting.","Jembatan, infrastruktur, Gorontalo",0
Pulau Seribu,Jl. Raya Pulau Seribu No. 1,Wisata Bahari,Jakarta,Kepulauan Seribu,DKI Jakarta,"Pulau yang terdiri dari banyak pulau kecil, menawarkan wisata bahari dan aktivitas diving serta snorkeling","pulau, bahari, snorkeling",500000.0
Ancol Dreamland,Jl. Lodan Timur No. 7,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Taman rekreasi dengan berbagai atraksi, pantai, serta wahana wisata air di kawasan Ancol","taman rekreasi, wahana, pantai",100000.0
Pantai Ancol,Jl. Ancol No. 5,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Pantai yang menjadi tempat rekreasi dengan berbagai fasilitas untuk keluarga, bermain, dan bersantai","pantai, rekreasi, keluarga",50000.0
Pulau Tidung,Jl. Raya Tidung No. 2,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau yang terkenal dengan jembatan cinta dan tempat snorkeling serta diving yang indah,"pulau, snorkeling, diving",300000.0
Pulau Bidadari,Jl. Raya Bidadari No. 3,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,"Pulau yang menawarkan wisata alam, pantai, dan aktivitas snorkeling serta diving","pulau, pantai, diving",350000.0
Pulau Pramuka,Jl. Raya Pramuka No. 6,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau yang memiliki keindahan alam dan terumbu karang yang indah untuk snorkeling dan diving,"pulau, karang, snorkeling",250000.0
Pulau Harapan,Jl. Raya Harapan No. 1,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau yang menawarkan suasana tenang dengan pantai putih dan pemandangan laut yang eksotis,"pulau, pantai, tenang",200000.0
Pantai Indah Kapuk,Jl. Pantai No. 15,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Pantai dengan berbagai fasilitas rekreasi, tempat makan, dan aktivitas air yang menyenangkan","pantai, rekreasi, air",70000.0
Pulau Macan,Jl. Raya Macan No. 2,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau yang menawarkan tempat menginap eksklusif dan kegiatan snorkeling serta diving di sekitarnya,"pulau, eksklusif, diving",400000.0
Pulau Pari,Jl. Raya Pari No. 8,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,"Pulau yang indah dengan pantai berpasir putih, tempat untuk snorkeling, diving, dan berkeliling","pulau, pantai, snorkeling",300000.0
Pantai Carnaval Ancol,Jl. Lodan Timur No. 1,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Pantai yang terdapat di kawasan Ancol, dilengkapi dengan wahana permainan dan fasilitas wisata air","pantai, wahana, permainan",150000.0
Pulau Untung Jawa,Jl. Raya Untung Jawa No. 2,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau yang terkenal dengan pesona alam bawah lautnya dan cocok untuk snorkeling dan diving,"pulau, alam, diving",350000.0
Pantai Mutiara,Jl. Raya Mutiara No. 3,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Pantai yang terletak di kawasan Jakarta Utara, dengan fasilitas untuk rekreasi keluarga dan aktivitas air","pantai, rekreasi, keluarga",60000.0
Pulau Kelapa,Jl. Raya Kelapa No. 4,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau dengan pantai indah dan kawasan yang ideal untuk berlibur bersama keluarga,"pulau, pantai, keluarga",300000.0
Pulau Kotok,Jl. Raya Kotok No. 5,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau yang memiliki ekosistem laut yang indah serta cocok untuk diving dan snorkeling,"pulau, laut, snorkeling",400000.0
Taman Impian Jaya Ancol,Jl. Lodan Timur No. 7,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Tempat rekreasi terbesar di Jakarta dengan berbagai atraksi, pantai, dan taman hiburan","taman hiburan, pantai, rekreasi",120000.0
Pulau Sirkuit,Jl. Raya Sirkuit No. 9,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau yang menawarkan wisata bahari dengan pantai eksotis dan spot snorkeling yang mempesona,"pulau, pantai, snorkeling",350000.0
Pulau Ayer,Jl. Raya Ayer No. 10,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,"Pulau yang terkenal dengan wisata bahari, pantai, serta bungalow terapung di laut","pulau, bungalow, pantai",450000.0
Pantai Pulau Seribu,Jl. Pulau Seribu No. 5,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pantai yang dikelilingi oleh berbagai pulau kecil dan keindahan terumbu karang yang cocok untuk snorkeling,"pantai, terumbu karang, snorkeling",350000.0
Pulau Sepa,Jl. Raya Sepa No. 3,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,Pulau kecil yang menawarkan pesona alam laut dengan kegiatan snorkeling dan diving yang menarik,"pulau, laut, diving",400000.0
Pulau Bira,Jl. Raya Bira No. 6,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,"Pulau dengan pantai pasir putih dan ekosistem laut yang kaya, cocok untuk liburan dan olahraga air","pulau, pantai, olahraga air",300000.0
Pantai Taman Impian Jaya Ancol,Jl. Lodan Timur No. 6,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,Pantai yang ada di kawasan Ancol dengan berbagai wahana permainan air dan rekreasi keluarga,"pantai, wahana, keluarga",100000.0
Pantai Marina Ancol,Jl. Ancol Barat No. 1,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Pantai yang terletak di Ancol, terkenal dengan aktivitas water sport dan pemandangan laut yang menenangkan","pantai, water sport, rekreasi",80000.0
Pantai Pasir Putih,Jl. Raya Pasir Putih No. 1,Wisata Bahari,Jakarta Utara,Jakarta,DKI Jakarta,"Pantai yang tenang dan indah, cocok untuk menikmati sunrise dan sunset di Jakarta","pantai, sunrise, sunset",60000.0
Pulau Tidung Kecil,Jl. Raya Tidung Kecil No. 5,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,"Pulau kecil dengan pantai pasir putih, menawarkan ketenangan dan aktivitas air yang menyenangkan","pulau, ketenangan, aktivitas air",300000.0
Pulau Maju,Jl. Raya Maju No. 7,Wisata Bahari,Kepulauan Seribu,Kepulauan Seribu,DKI Jakarta,"Pulau dengan laut jernih dan terumbu karang yang indah, cocok untuk berkeliling menggunakan perahu","pulau, laut, perahu",250000.0
Masjid Istiqlal,Jl. Taman Wijaya Kusuma No. 1,Wisata Religi,Jakarta Pusat,Jakarta,DKI Jakarta,"Masjid terbesar di Asia Tenggara, simbol kebesaran agama Islam di Indonesia","masjid, religius, besar",0.0
Monumen Nasional (Monas),Jl. Medan Merdeka Selatan No. 1,Wisata Sejarah,Jakarta Pusat,Jakarta,DKI Jakarta,Monumen yang menjadi simbol perjuangan kemerdekaan Indonesia,"monumen, sejarah, perjuangan",0.0
Keraton Jakarta,Jl. Keraton No. 2,Wisata Sejarah,Jakarta Pusat,Jakarta,DKI Jakarta,Keraton yang menjadi simbol dari kerajaan-kerajaan Islam di Jakarta pada masa lalu,"keraton, sejarah, budaya",0.0
Vihara Dharma Bhakti,Jl. Petak Sembilan No. 1,Wisata Religi,Jakarta Barat,Jakarta,DKI Jakarta,Vihara tertua di Jakarta yang memiliki nilai sejarah dan spiritualisme yang tinggi,"vihara, sejarah, spiritual",0.0
Jakarta History Museum (Museum Fatahillah),Jl. Taman Fatahillah No. 1,Wisata Sejarah,Jakarta Barat,Jakarta,DKI Jakarta,Museum yang menyimpan koleksi sejarah Jakarta dari masa kolonial hingga Indonesia merdeka,"museum, sejarah, budaya",5000.0
Masjid Raya Jakarta,Jl. Masjid Raya No. 1,Wisata Religi,Jakarta Pusat,Jakarta,DKI Jakarta,Masjid yang menjadi salah satu ikon religius di Jakarta dengan arsitektur yang indah,"masjid, religi, arsitektur",0.0
